epoch,loss,val_loss
0,0.3284565508365631,0.006170036271214485
1,0.01425877958536148,0.0016812457470223308
2,0.008620623499155045,0.0013017671881243587
3,0.006836128421127796,0.0012502638855949044
4,0.0053995526395738125,0.0009221831569448113
5,0.004339725244790316,0.0010370789095759392
6,0.0034564861562103033,0.0010627639712765813
7,0.0027977998834103346,0.0008147270418703556
8,0.002220866270363331,0.0007438939064741135
9,0.0017742818454280496,0.0007494949386455119
10,0.0014529911568388343,0.0008252243278548121
11,0.0012390243355184793,0.0007302661542780697
12,0.0011483485577628016,0.0007397764129564166
13,0.0010883210925385356,0.0007049457053653896
14,0.00104422215372324,0.0006507742218673229
15,0.0010091376025229692,0.0006686053820885718
16,0.0009800936095416546,0.0007273613591678441
17,0.0009611976565793157,0.0006449726643040776
18,0.000940740923397243,0.0006727049476467073
19,0.0009198455954901874,0.000640286598354578
20,0.000906085770111531,0.000745230820029974
21,0.000890841824002564,0.0006215973990038037
22,0.0008816814515739679,0.0006049373769201338
23,0.0008649855735711753,0.0005927103338763118
24,0.0008499748655594885,0.0005896835937164724
25,0.0008452503243461251,0.0005829878500662744
26,0.0008490871987305582,0.0005937916575931013
27,0.0008319790940731764,0.0005831537418998778
28,0.0008260719478130341,0.0005742121138609946
29,0.0008106647874228656,0.0005625471821986139
30,0.0007999629015102983,0.0005819686921313405
31,0.000795425905380398,0.0005670557147823274
32,0.00079008360626176,0.0006059882580302656
33,0.0007802826003171504,0.0005510912742465734
34,0.000767675694078207,0.0005912207416258752
35,0.0007692893850617111,0.0006431249203160405
36,0.0007592733018100262,0.0005627534701488912
37,0.0007556682103313506,0.0005722988280467689
38,0.0007444946677424014,0.000577466213144362
39,0.0007474385201931,0.0005998072447255254
40,0.0007438351749442518,0.0005346379475668073
41,0.0007355408743023872,0.0005473719793371856
42,0.0007317180861718953,0.0005362005904316902
43,0.0007264217711053789,0.0005612117820419371
44,0.0007216370431706309,0.0005678420420736074
45,0.0007199972751550376,0.0005603494355455041
46,0.0007164829294197261,0.0005459125386551023
47,0.000711897446308285,0.0005186088965274394
48,0.0007068453123793006,0.0005265836953185499
49,0.000707726925611496,0.0005255264695733786
50,0.0006999585893936455,0.0005345481331460178
51,0.0007015029550530016,0.0005754358717240393
52,0.000693756970576942,0.000524415576364845
53,0.0006887062336318195,0.0005426908610388637
54,0.0006886909832246602,0.0005220458842813969
55,0.000683631980791688,0.0005221235915087163
56,0.0006764514837414026,0.0005185988266021013
57,0.0006793075590394437,0.0005310556734912097
58,0.0006794199580326676,0.0005059431423433125
59,0.0006715592462569475,0.0005210950039327145
60,0.0006719314260408282,0.0005191065720282495
61,0.0006663819076493382,0.0005194345721974969
62,0.0006661531515419483,0.0005082119605503976
63,0.0006635331665165722,0.0005457514198496938
64,0.0006619645282626152,0.0005173961399123073
65,0.0006546478834934533,0.000511863618157804
66,0.0006570043624378741,0.0005081640556454659
67,0.0006545846117660403,0.000508334778714925
68,0.0006536117289215326,0.0005225322674959898
69,0.0006480782176367939,0.0005058335373178124
70,0.0006495564593933523,0.0005028230953030288
71,0.000642010010778904,0.0005106276366859674
72,0.0006409273482859135,0.0004941689549013972
73,0.0006378701073117554,0.0004989407607354224
74,0.0006376486271619797,0.0005002866964787245
75,0.000636110722552985,0.0005188845680095255
76,0.000632238108664751,0.0005023393896408379
77,0.0006331643671728671,0.0005338105256669223
78,0.0006324031855911016,0.0005027244915254414
79,0.0006239559734240174,0.0005022336263209581
80,0.0006223466480150819,0.0004930272116325796
81,0.0006220649229362607,0.0005181837477721274
82,0.0006229481659829617,0.0004997014766559005
83,0.0006159289623610675,0.0005067437305115163
84,0.0006153773283585906,0.000509796547703445
85,0.0006116037257015705,0.0004976670606993139
86,0.0006125838845036924,0.0004982640384696424
87,0.0006144735380075872,0.0004897797480225563
88,0.0006135182920843363,0.0004908435512334108
89,0.0006061459425836802,0.0004998315125703812
90,0.0006027616327628493,0.0004971078014932573
91,0.0006031399825587869,0.0004943421226926148
92,0.0006027056369930506,0.0005059621762484312
93,0.0005976796965114772,0.000502224953379482
94,0.000598727841861546,0.0004933252930641174
95,0.0005874928319826722,0.0005126212490722537
96,0.0005917811649851501,0.0004961839294992387
97,0.0005914077046327293,0.0004952123272232711
98,0.0005924156866967678,0.000495665823109448
99,0.0005884500569663942,0.0004963759565725923
